DateTime,Open,High,Low,Close,ta_rsi,ta_stoch_k,ta_stoch_d
2020-08-22 01:00:00,49930,49997,49850,49852,43.3523168129413,20.449897750511248,27.027948193592305
2020-08-22 02:00:00,49852,49853,49800,49801,41.76669324757189,20.10796221322537,22.9603227827315
2020-08-22 03:00:00,49801,49801,49800,49800,41.73446051751519,25.47332185886403,22.010393940866816
2020-08-22 04:00:00,49801,49849,49801,49848,43.969659449457815,34.26573426573427,26.61567277927449
2020-08-22 05:00:00,49849,49849,49517,49518,34.24352516337943,0.14144271570014144,19.96016628009941
2020-08-22 06:00:00,49517,49517,49353,49507,33.97375486210521,20.130718954248366,18.17929864522753
2020-08-22 07:00:00,49506,49506,49200,49290,29.10291459623018,10.06711409395973,10.113091921302683
2020-08-22 08:00:00,49289,49355,49081,49081,25.335366799376388,0.0,10.065944349402637
2020-08-22 09:00:00,49081,49143,49000,49020,24.34477159227039,1.8281535648994516,3.9650892196196637
2020-08-22 10:00:00,49020,49086,49018,49084,27.54564390328558,7.678244972577697,3.168799512492319
2020-08-22 11:00:00,49083,49084,49039,49041,26.727442953848026,4.067460317460317,4.524619618312425
2020-08-22 12:00:00,49040,49040,48990,48991,25.768947700539982,0.09910802775024777,3.9482711059293565
2020-08-22 13:00:00,48990,48998,48900,48998,26.168146334494025,8.925318761384336,4.363962368864903
2020-08-22 14:00:00,48998,49345,48997,49230,38.05769617199283,30.0820419325433,13.035489573892564
2020-08-22 15:00:00,49230,49498,49222,49491,48.16980408715024,62.01469045120672,33.674017048378055
2020-08-22 16:00:00,49490,49640,49402,49562,50.535456177736556,69.75763962065332,53.95145733480104
2020-08-22 17:00:00,49551,49650,49176,49519,49.07456040499864,65.22655426765016,65.66629477983666
2020-08-22 18:00:00,49471,49517,49406,49500,48.40864993759148,63.224446786090624,66.06954689146464
2020-08-22 19:00:00,49519,49519,49470,49471,47.35248611013743,76.13333333333334,68.19477812902464
2020-08-22 20:00:00,49471,49519,49176,49461,46.97191721388162,74.8,71.38592670647459
2020-08-22 21:00:00,49460,49519,49220,49519,49.50667881550139,82.53333333333333,77.82222222222217
2020-08-22 22:00:00,49519,49520,49426,49499,48.64322279850908,79.86666666666666,79.0666666666666
2020-08-22 23:00:00,49500,49520,49451,49498,48.59758278295432,79.73333333333333,80.71111111111105
2020-08-23 00:00:00,49499,49520,49401,49520,49.7153874417077,82.66666666666667,80.7555555555555
2020-08-23 01:00:00,49520,49586,49519,49586,53.01631069462219,91.46666666666667,84.62222222222216
2020-08-23 02:00:00,49586,49586,49501,49502,48.63994663814242,80.26666666666667,84.79999999999994
2020-08-23 03:00:00,49502,49502,49500,49501,48.58852533772893,77.1822358346095,82.97185638931421
2020-08-23 04:00:00,49487,49487,49324,49325,40.477729639024886,31.434599156118143,62.961167219131376
2020-08-23 05:00:00,49325,49587,49325,49587,53.04372027482362,86.70886075949367,65.10856525007371
2020-08-23 06:00:00,49587,49620,49450,49546,51.22135449738641,78.05907172995781,65.40084388185647
2020-08-23 07:00:00,49546,49670,49545,49670,56.130305495167974,100.0,88.25597749648375
2020-08-23 08:00:00,49669,49670,49500,49549,50.76190127605783,75.50607287449392,84.52171486815051
2020-08-23 09:00:00,49549,49629,49549,49629,53.901159936033785,91.70040485829959,89.0688259109311
2020-08-23 10:00:00,49629,49630,49503,49603,52.72461826266332,85.11111111111111,84.10586294796815
2020-08-23 11:00:00,49603,49603,49506,49507,48.51388415051368,52.89017341040462,76.56722979327171
2020-08-23 12:00:00,49507,49600,49506,49599,52.43436178456593,79.47976878612717,72.4936844358809
2020-08-23 13:00:00,49599,49599,49501,49501,48.222077271201066,51.15606936416185,61.17533718689781
2020-08-23 14:00:00,49501,49599,49500,49599,52.34490976888501,79.47976878612717,70.03853564547198
2020-08-23 15:00:00,49593,49593,49570,49593,52.0715331984241,77.74566473988439,69.46050096339106
2020-08-23 16:00:00,49592,49593,49502,49503,48.020296525714194,51.73410404624278,69.65317919075136
2020-08-23 17:00:00,49503,49503,49502,49503,48.020296525714194,51.73410404624278,60.40462427745655
2020-08-23 18:00:00,49502,49503,49326,49326,40.783139033893235,0.2898550724637681,34.586021054983014
2020-08-23 19:00:00,49327,49327,49149,49154,35.22715907399903,0.9596928982725528,17.661217338992937
2020-08-23 20:00:00,49155,49500,49155,49491,49.6891429672345,65.64299424184262,22.29751407085955
2020-08-23 21:00:00,49491,49491,49099,49388,46.28748590610216,50.61295971978984,39.07188228663491
2020-08-23 22:00:00,49465,49465,49104,49463,49.02403473689386,68.54990583804143,61.601953266557864
2020-08-23 23:00:00,49460,49469,49121,49400,46.86414115818046,56.685499058380415,58.61612153873713
2020-08-24 00:00:00,49397,49449,49397,49449,48.75523475391452,69.44444444444444,64.89328311362199
2020-08-24 01:00:00,49449,49469,49449,49469,49.5445527033774,73.85229540918164,66.66074630400207
2020-08-24 02:00:00,49469,49498,49469,49498,50.72961481739334,79.8,74.3655799512086
2020-08-24 03:00:00,49497,49498,49497,49498,50.72961481739334,79.8,77.81743180306046
2020-08-24 04:00:00,49498,49594,49498,49594,54.80497748224826,100.0,86.53333333333325
2020-08-24 05:00:00,49594,49594,49593,49594,54.80497748224826,100.0,93.26666666666658
2020-08-24 06:00:00,49593,49594,49593,49594,54.80497748224826,100.0,99.9999999999999
2020-08-24 07:00:00,49593,49599,49473,49592,54.687276682264496,98.6,99.53333333333323
2020-08-24 08:00:00,49589,49589,49531,49532,51.1389992116862,86.6,95.06666666666656
2020-08-24 09:00:00,49531,49532,49301,49402,44.41486452557676,60.6,81.93333333333324
2020-08-24 10:00:00,49459,49590,49400,49511,50.31397175061496,82.4,76.53333333333323
2020-08-24 11:00:00,49511,49600,49404,49600,54.55491743746012,100.0,80.9999999999999
2020-08-24 12:00:00,49599,49660,49599,49635,56.140380080335675,95.36178107606679,92.58726035868881
2020-08-24 13:00:00,49637,49659,49552,49552,51.54763255109819,69.91643454038997,88.42607187215212
2020-08-24 14:00:00,49553,49640,49552,49640,55.686857562534016,94.42896935933148,86.56906165859594
2020-08-24 15:00:00,49649,49750,49649,49749,60.21998084790851,99.77728285077951,88.04089558350017
2020-08-24 16:00:00,49749,49800,49748,49755,60.45976126136209,90.98196392785572,95.06273871265542
2020-08-24 17:00:00,49799,49800,49690,49799,62.256468664281066,99.79959919839679,96.85294865901052
2020-08-24 18:00:00,49799,49846,49719,49846,64.13138766415884,100.0,96.9271877087507
2020-08-24 19:00:00,49846,49999,49695,49863,64.8122621707463,80.51575931232092,93.43845283690577
2020-08-24 20:00:00,49847,49997,49729,49855,64.19470459741231,79.36962750716333,86.62846227316129
2020-08-24 21:00:00,49854,49950,49852,49854,64.11246945034858,79.22636103151862,79.70391595033418
2020-08-24 22:00:00,49853,49949,49716,49716,53.85881193056894,59.45558739255014,72.6838586437439
2020-08-24 23:00:00,49780,49850,49500,49700,52.804348385764264,50.08347245409015,62.921806959386174
2020-08-25 00:00:00,49701,49830,49601,49701,52.86645953495285,49.91596638655462,53.15167541106484
2020-08-25 01:00:00,49701,49701,49700,49700,52.791639585264576,40.08016032064128,46.69319972042856
2020-08-25 02:00:00,49701,49701,49700,49700,52.791639585264576,40.08016032064128,43.358762342612266
2020-08-25 03:00:00,49701,49719,49701,49719,54.21935631163268,43.8877755511022,41.34936539746146
2020-08-25 04:00:00,49718,49719,49718,49718,54.126574093226075,43.687374749499,42.55177020708069
2020-08-25 05:00:00,49718,49800,49557,49744,56.224082376844656,48.897795591182366,45.490981963927716
2020-08-25 06:00:00,49744,49799,49742,49742,56.011921981635005,48.496993987975955,47.027388109552305
2020-08-25 07:00:00,49743,49799,49500,49513,38.22559243644334,2.6052104208416833,33.333333333333194
2020-08-25 08:00:00,49513,49786,49513,49727,53.18603026986259,45.49098196392786,32.19772879091503
2020-08-25 09:00:00,49682,49800,49681,49800,57.01066700223263,60.36217303822938,36.15278847433284
2020-08-25 10:00:00,49800,49800,49450,49450,40.0964879466654,0.0,35.28438500071894
2020-08-25 11:00:00,49450,49516,49353,49402,38.413293748817594,8.221476510067115,22.861216516098693
2020-08-25 12:00:00,49402,49402,49315,49368,37.22138559685065,9.906542056074766,6.0426728553804905
2020-08-25 13:00:00,49368,49500,49352,49352,36.64514554260593,7.184466019417476,8.437494861852983
2020-08-25 14:00:00,49352,49352,49178,49179,31.04812294994619,0.1607717041800643,5.750593259890633
2020-08-25 15:00:00,49179,49200,49075,49160,30.497197640206025,11.724137931034482,6.356458551543873
2020-08-25 16:00:00,49160,49160,49011,49156,30.374999463019094,18.377693282636248,10.087534305950129
2020-08-25 17:00:00,49155,49293,49000,49018,26.439011310905215,2.25,10.783943737890107
2020-08-25 18:00:00,49019,49488,49019,49487,50.1030897797055,60.875,27.167564427545283
2020-08-25 19:00:00,49354,49489,49125,49399,47.04500136594184,49.875,37.666666666666536
2020-08-25 20:00:00,49398,49399,48800,48950,35.229740294863845,15.0,41.916666666666536
2020-08-25 21:00:00,48939,48950,48600,48883,33.86305319629021,23.583333333333332,29.486111111110983
2020-08-25 22:00:00,48882,48882,48499,48595,28.707679911239723,7.378939277478862,15.32075753693727
2020-08-25 23:00:00,48595,48595,48303,48445,26.449134037434533,9.48563794255177,13.482636851121192
2020-08-26 00:00:00,48445,48681,48444,48648,34.01510723187978,28.441879637262986,15.102152285764413
2020-08-26 01:00:00,48519,48855,48100,48100,26.184568619986834,0.0,12.642505859938126
2020-08-26 02:00:00,48100,48100,48000,48100,26.184568619986834,6.666666666666667,11.702848767976425
2020-08-26 03:00:00,48100,48199,48100,48199,29.581080596167027,13.364674278038953,6.677113648235081
2020-08-26 04:00:00,48120,48485,48000,48415,36.45166107597039,27.871054398925452,15.967465114543565
2020-08-26 05:00:00,48441,48478,48042,48149,32.27539458076869,10.006715916722632,17.08081486456222
2020-08-26 06:00:00,48477,48490,48290,48484,41.38369184121021,32.50503693754197,23.46093575106323
2020-08-26 07:00:00,48469,48498,48291,48470,41.134710347503905,31.564808596373403,24.692187150212543
2020-08-26 08:00:00,48451,48472,48290,48291,37.98775123306479,19.543317662860982,27.871054398925327
2020-08-26 09:00:00,48348,48348,48100,48290,37.97027458876264,20.729092208720516,23.945739489318175
2020-08-26 10:00:00,48291,48350,48291,48348,39.70297323679832,36.63157894736842,25.634662939649843
2020-08-26 11:00:00,48348,48500,48340,48499,44.082288436702115,56.57596371882086,37.97887829163646
2020-08-26 12:00:00,48499,48525,48350,48517,44.598834963430456,60.46783625730994,51.22512630783294
2020-08-26 13:00:00,48460,48460,48400,48451,43.029267027218175,52.748538011695906,56.5974459959421
2020-08-26 14:00:00,48459,48459,48195,48383,41.41217654298848,44.7953216374269,52.67056530214412
2020-08-26 15:00:00,48211,48459,48211,48457,43.88371174822514,87.04761904761905,61.53049289891381
2020-08-26 16:00:00,48345,48490,48345,48490,44.99801828375059,93.33333333333333,75.05875800612628
2020-08-26 17:00:00,48490,48490,48395,48463,44.22425035003287,88.19047619047619,89.52380952380936
2020-08-26 18:00:00,48463,48838,48011,48399,42.36464082525099,46.916565900846436,76.1467918082185
2020-08-26 19:00:00,48399,48777,48000,48531,47.28787451785946,63.36515513126491,66.15739907419571
2020-08-26 20:00:00,48531,48694,48000,48091,36.19051533173068,10.859188544152744,40.38030319208789
2020-08-26 21:00:00,48091,48484,48001,48119,37.200502957325206,14.200477326968974,29.474940334128732
2020-08-26 22:00:00,48360,48510,48112,48484,48.61779413058661,57.756563245823386,27.605409705648224
2020-08-26 23:00:00,48500,48590,48499,48590,51.38218850808038,70.40572792362768,47.454256165473204
2020-08-27 00:00:00,48590,48700,48499,48699,54.11591254265051,83.4128878281623,70.52505966587098
2020-08-27 01:00:00,48699,48699,48698,48699,54.11591254265051,83.4128878281623,79.07716785998396
2020-08-27 02:00:00,48698,48699,48698,48698,54.08355560812566,83.29355608591885,83.37311058074768
2020-08-27 03:00:00,48699,48699,48699,48699,54.11310276921402,83.4128878281623,83.37311058074768
2020-08-27 04:00:00,48699,48699,48699,48699,54.11310276921402,83.4128878281623,83.37311058074768
2020-08-27 05:00:00,48699,48699,48499,48560,49.02719242290325,66.82577565632458,77.8838504375496
2020-08-27 06:00:00,48643,48699,48501,48693,53.52789328454038,82.69689737470168,77.64518695306272
2020-08-27 07:00:00,48684,48699,48554,48592,49.922966927161205,70.64439140811456,73.38902147971346
2020-08-27 08:00:00,48592,48800,48535,48763,55.39960870578036,95.375,82.90542959427194
2020-08-27 09:00:00,48762,48844,48554,48836,57.53472305264691,99.0521327014218,88.35717470317864
2020-08-27 10:00:00,48635,48809,48491,48699,52.45913905942896,82.79952550415184,92.40888606852441
2020-08-27 11:00:00,48699,48798,48491,48492,45.87410456853954,51.91256830601093,77.92140883719473
2020-08-27 12:00:00,48492,48788,48300,48367,42.411927640466025,12.316176470588236,49.009423426916875
2020-08-27 13:00:00,48367,48779,48152,48152,37.21010349783594,0.0,21.409581592199597
2020-08-27 14:00:00,48240,48480,48152,48480,47.740666442614724,47.39884393063584,19.905006800407897
2020-08-27 15:00:00,48479,48480,48186,48411,45.99317467162623,37.42774566473989,28.27552986512511
2020-08-27 16:00:00,48419,48420,48200,48419,46.23888336486186,38.58381502890173,41.13680154142569
2020-08-27 17:00:00,48419,48420,48211,48420,46.27178889942019,38.72832369942196,38.24662813102106
2020-08-27 18:00:00,48420,48420,48263,48388,45.31594629349153,34.104046242774565,37.13872832369929
2020-08-27 19:00:00,48388,48388,48230,48231,40.85664188019714,11.416184971098266,28.082851637764794
2020-08-27 20:00:00,48230,48299,48100,48289,43.084856042017826,25.403225806451612,23.64115234010801
2020-08-27 21:00:00,48288,48560,48280,48471,49.51264549548224,49.865591397849464,28.895000725132984
2020-08-27 22:00:00,48470,48470,48000,48144,40.633367249459475,17.061611374407583,30.776809526236093
2020-08-27 23:00:00,48100,48290,48000,48181,41.902930707571706,22.373300370828183,29.766834381028286
2020-08-28 00:00:00,48180,48242,48002,48008,37.82940408107957,1.0025062656641603,13.479139336966519
2020-08-28 01:00:00,48008,48008,47888,47888,35.26828193873736,0.0,7.791935545497324
2020-08-28 02:00:00,47851,47949,47800,47935,37.065460160815164,13.789581205311542,4.930695823658444
2020-08-28 03:00:00,47935,47935,47800,47887,35.96719146995254,11.447368421052632,8.412316542121268
2020-08-28 04:00:00,47857,47857,47800,47801,34.02209071540025,0.13157894736842105,8.456176191244074
2020-08-28 05:00:00,47800,47856,47699,47758,33.059403344916305,6.852497096399535,6.143814821606739
2020-08-28 06:00:00,47801,47899,47801,47898,39.10134137280448,23.112659698025553,10.03224524726438
2020-08-28 07:00:00,47899,47900,47801,47900,39.185787243884995,23.34494773519164,17.770034843205455
2020-08-28 08:00:00,47900,48334,47800,47979,42.573192414866526,32.520325203252035,26.32597754548962
2020-08-28 09:00:00,47979,48395,47816,48294,53.65752250583476,69.10569105691057,41.65698799845129
2020-08-28 10:00:00,48292,48400,48017,48399,56.660435492948615,81.30081300813008,60.975609756097434
2020-08-28 11:00:00,48399,48400,48310,48356,55.08619839617368,85.21400778210116,78.54017061571379
2020-08-28 12:00:00,48356,48390,48306,48354,55.00964309228499,93.43794579172611,86.65092219398564
2020-08-28 13:00:00,48353,48380,48290,48352,54.92743652812901,93.15263908701854,90.60153088694845
2020-08-28 14:00:00,48353,48380,48336,48354,54.999857815276556,93.43794579172611,93.34284355682344
2020-08-28 15:00:00,48354,48354,48150,48164,47.23511238263851,66.33380884450784,84.30813124108403
2020-08-28 16:00:00,48162,48354,48160,48353,54.166796384192864,93.29529243937233,84.35568235853528
2020-08-28 17:00:00,48354,48354,48353,48354,54.20107883533244,93.43794579172611,84.35568235853528
2020-08-28 18:00:00,48353,48354,48345,48354,54.201078835332446,93.43794579172611,93.39039467427472
2020-08-28 19:00:00,48353,48449,48353,48449,57.688044868629696,100.0,95.62529719448393
2020-08-28 20:00:00,48448,48449,48400,48427,56.613083061060934,96.61016949152543,96.68270509441703
2020-08-28 21:00:00,48439,48521,48370,48521,60.03941117109982,100.0,98.87005649717499
2020-08-28 22:00:00,48532,48649,48376,48579,62.03180389140238,91.59663865546219,96.06893604899572
2020-08-28 23:00:00,48579,48650,48527,48649,64.34252925612125,99.84202211690364,97.14622025745513
2020-08-29 00:00:00,48650,48700,48650,48700,65.96761961493812,100.0,97.14622025745513
2020-08-29 01:00:00,48699,48700,48376,48450,53.17429936754793,54.54545454545455,84.79582555411925
2020-08-29 02:00:00,48451,48451,48450,48451,53.21338514517278,54.72727272727273,69.75757575757562
2020-08-29 03:00:00,48450,48498,48450,48498,55.10994750528409,63.27272727272727,57.515151515151366
2020-08-29 04:00:00,48497,48497,48497,48497,55.058807692814,63.09090909090909,60.363636363636225
2020-08-29 05:00:00,48497,48497,48451,48451,52.639008384375295,53.888888888888886,60.084175084174944
2020-08-29 06:00:00,48452,48452,48452,48452,52.68768871980429,30.140845070422536,49.04021435007336
2020-08-29 07:00:00,48452,48699,48452,48698,62.81364735944061,99.43661971830986,61.15545122587361
2020-08-29 08:00:00,48599,48600,48461,48461,51.40003063242,31.123919308357348,53.56712803236311
2020-08-29 09:00:00,48577,48599,48451,48597,56.30642139777258,68.78787878787878,66.44947260484852
2020-08-29 10:00:00,48597,48698,48451,48500,52.25444516945348,39.39393939393939,46.43524583005837
2020-08-29 11:00:00,48500,48549,48484,48484,51.59489381384775,33.333333333333336,47.171717171717034
2020-08-29 12:00:00,48486,48580,48486,48578,55.174559714997024,62.34567901234568,45.02431724653933
2020-08-29 13:00:00,48578,48578,48510,48511,52.21079801586824,41.666666666666664,45.78189300411509
2020-08-29 14:00:00,48511,48698,48260,48695,58.76211342166551,98.86363636363636,67.62532734754943
2020-08-29 15:00:00,48694,48698,48434,48697,58.828182101566085,99.54441913439635,80.02490738823299
2020-08-29 16:00:00,48698,48700,48608,48700,58.934462380336285,100.0,99.46935183267743
2020-08-29 17:00:00,48699,48700,48652,48676,57.65229734390002,94.54545454545455,98.0299578932835
2020-08-29 18:00:00,48699,48700,48510,48510,49.61246585118363,56.81818181818182,83.78787878787865
2020-08-29 19:00:00,48511,48511,48379,48476,48.13192937464286,49.09090909090909,66.81818181818169
2020-08-29 20:00:00,48449,48700,48300,48554,51.69344408679064,66.81818181818181,57.57575757575743
2020-08-29 21:00:00,48550,48682,48411,48577,52.72428273448763,72.04545454545455,62.651515151515014
2020-08-29 22:00:00,48490,48491,48326,48481,48.109574830165826,50.22727272727273,63.03030303030289
2020-08-29 23:00:00,48481,48700,48481,48675,56.41217165016073,94.31818181818181,72.19696969696956
2020-08-30 00:00:00,48677,48677,48473,48651,55.23474657510668,88.86363636363636,77.80303030303016
2020-08-30 01:00:00,48651,48651,48650,48650,55.18306452671859,88.63636363636364,90.60606060606045
2020-08-30 02:00:00,48650,48651,48650,48651,55.228179093755934,88.86363636363636,88.78787878787864
2020-08-30 03:00:00,48650,48651,48650,48651,55.228179093755934,88.86363636363636,88.78787878787864
2020-08-30 04:00:00,48651,48651,48651,48651,55.228179093755934,87.75,88.4924242424241
2020-08-30 05:00:00,48651,48700,48650,48700,57.82634008991401,100.0,92.20454545454531
2020-08-30 06:00:00,48651,48720,48651,48719,58.82414610907188,99.76190476190476,95.83730158730144
2020-08-30 07:00:00,48719,48720,48650,48650,53.84210788839006,83.33333333333333,94.36507936507921
2020-08-30 08:00:00,48651,49000,48502,48624,52.05312107822176,46.285714285714285,76.4603174603173
2020-08-30 09:00:00,48869,49120,48655,49120,71.50460605212595,100.0,76.53968253968237
2020-08-30 10:00:00,49120,49120,49119,49120,71.50460605212595,100.0,82.09523809523795
2020-08-30 11:00:00,49119,49119,49011,49098,70.04287736765482,97.22921914357683,99.07640638119211
2020-08-30 12:00:00,49069,49099,48805,49031,65.6418851423849,86.24420401854714,94.49114105404117
2020-08-30 13:00:00,49031,49031,48807,48960,61.249905908884145,75.27047913446677,86.24796743219675
2020-08-30 14:00:00,48960,49023,48806,48997,62.652303361933704,80.09708737864078,80.53725684388473
2020-08-30 15:00:00,48997,48997,48801,48956,60.058485106543806,73.46278317152104,76.27678322820937
2020-08-30 16:00:00,48956,49100,48822,48991,61.52293107471211,79.12621359223301,77.56202804746478
2020-08-30 17:00:00,48991,49100,48839,49100,65.73627173209148,96.76375404530744,83.11758360302035
2020-08-30 18:00:00,49100,49100,48940,48940,56.036266795297536,70.87378640776699,82.254584681769
2020-08-30 19:00:00,48927,49100,48927,49100,62.064587879946,96.76375404530744,88.13376483279382
2020-08-30 20:00:00,49064,49120,48928,48995,56.58144173546523,79.77346278317152,82.47033441208184
2020-08-30 21:00:00,49050,49119,49005,49051,58.678201032417704,88.83495145631068,88.45738942826307
2020-08-30 22:00:00,49051,49117,49004,49006,56.3243522717465,75.48387096774194,81.36409506907457
2020-08-30 23:00:00,49006,49199,49006,49199,63.15165592323696,100.0,88.10627414135074
2020-08-31 00:00:00,49199,49199,49005,49177,61.96263419185162,94.47236180904522,89.98541092559556
2020-08-31 01:00:00,49178,49178,49010,49051,55.51569760452732,62.814070351758794,85.76214405360118
2020-08-31 02:00:00,49052,49052,48583,48870,47.81881215795298,46.59090909090909,67.95911375057089
2020-08-31 03:00:00,48870,48871,48870,48871,47.86182134026904,46.753246753246756,52.05274206530473
2020-08-31 04:00:00,48870,48891,48600,48801,45.061938743742246,35.38961038961039,42.91125541125526
2020-08-31 05:00:00,49130,49130,48800,48800,45.02141995711892,35.22727272727273,39.123376623376465
2020-08-31 06:00:00,48800,48810,48800,48810,45.54869778848588,36.85064935064935,35.822510822510665
2020-08-31 07:00:00,49093,49094,48820,48820,46.10534035078931,38.47402597402598,36.850649350649185
2020-08-31 08:00:00,49081,49121,48707,49083,58.20629092803081,81.16883116883118,52.16450216450201
2020-08-31 09:00:00,49065,49065,48959,48998,53.987258274357785,67.37012987012987,62.33766233766219
2020-08-31 10:00:00,48999,48999,48761,48805,45.85910948787257,36.03896103896104,61.52597402597388
2020-08-31 11:00:00,48853,48976,48805,48970,52.45024145077546,62.824675324675326,55.41125541125526
2020-08-31 12:00:00,48963,49000,48804,48804,46.33824590359142,35.87662337662338,44.91341991341975
2020-08-31 13:00:00,48804,48804,48800,48801,46.23339090600011,35.38961038961039,44.69696969696954
2020-08-31 14:00:00,48800,48801,48800,48801,46.23339090600011,36.63865546218487,35.96829640947272
2020-08-31 15:00:00,48801,48801,48800,48800,46.1929823195121,39.6709323583181,37.23306607003763
2020-08-31 16:00:00,48800,48801,48800,48801,46.24358027065142,37.924528301886795,38.078038707463094
2020-08-31 17:00:00,48800,48801,48795,48795,45.964293392350775,36.79245283018868,38.1293044967977
2020-08-31 18:00:00,48796,48796,48690,48691,41.30742488545039,0.22727272727272727,24.981417953115912
2020-08-31 19:00:00,48690,48997,48613,48661,40.047002801014386,9.448818897637794,15.489514818366246
2020-08-31 20:00:00,48699,48894,48698,48886,51.9011107172277,53.74015748031496,21.138749701741673
2020-08-31 21:00:00,48886,49060,48881,49014,57.098044680338646,78.93700787401575,47.37532808398935
2020-08-31 22:00:00,48908,49009,48900,48901,51.779162951739366,63.716814159292035,65.4646598378741
2020-08-31 23:00:00,48900,48939,48888,48893,51.41400834177632,62.639821029082775,68.43121435413002
2020-09-01 00:00:00,48895,49013,48850,48850,49.397545228859656,53.02013422818792,59.79225647218741
2020-09-01 01:00:00,48850,48870,48800,48870,50.37248452411563,57.49440715883669,57.71812080536896
2020-09-01 02:00:00,48869,48871,48869,48871,50.423916462493,57.718120805369125,56.07755406413108
2020-09-01 03:00:00,48871,49004,48871,48987,56.10658590084623,83.668903803132,66.29381058911244
2020-09-01 04:00:00,48987,48987,48986,48986,56.0469429938836,83.44519015659955,74.94407158836673
