DateTime,Open,High,Low,Close
2020-09-12 01:00:00,43999,43999,43800,43887
2020-09-12 02:00:00,43887,43974,43886,43930
2020-09-12 03:00:00,43930,43931,43930,43931
2020-09-12 04:00:00,43931,43931,43930,43930
2020-09-12 05:00:00,43931,43931,43931,43931
2020-09-12 06:00:00,43931,43999,43930,43999
2020-09-12 07:00:00,43998,44000,43998,44000
2020-09-12 08:00:00,44000,44000,43801,43871
2020-09-12 09:00:00,43809,44000,43809,43998
2020-09-12 10:00:00,43998,43998,43900,43901
2020-09-12 11:00:00,43901,43989,43900,43986
2020-09-12 12:00:00,43987,43997,43807,43911
2020-09-12 13:00:00,43912,44000,43912,44000
2020-09-12 14:00:00,43999,44174,43999,44151
2020-09-12 15:00:00,44073,44073,43952,43957
2020-09-12 16:00:00,43957,44000,43809,44000
2020-09-12 17:00:00,43999,44000,43999,43999
2020-09-12 18:00:00,44000,44200,44000,44180
2020-09-12 19:00:00,44179,44198,43906,43990
2020-09-12 20:00:00,43990,43991,43900,43941
2020-09-12 21:00:00,43940,43940,43711,43711
2020-09-12 22:00:00,43808,43970,43803,43969
2020-09-12 23:00:00,43970,43970,43883,43883
2020-09-13 00:00:00,43969,43970,43968,43970
2020-09-13 01:00:00,43969,43970,43969,43970
2020-09-13 02:00:00,43970,44187,43969,44187
2020-09-13 03:00:00,44187,44189,44187,44189
2020-09-13 04:00:00,44188,44189,44188,44189
2020-09-13 05:00:00,44188,44189,44188,44188
2020-09-13 06:00:00,44188,44189,44188,44189
2020-09-13 07:00:00,44189,44200,44188,44188
2020-09-13 08:00:00,44189,44189,44188,44189
2020-09-13 09:00:00,44189,44200,44188,44200
2020-09-13 10:00:00,44200,44200,44199,44199
2020-09-13 11:00:00,44200,44475,44188,44475
2020-09-13 12:00:00,44475,44765,44475,44736
2020-09-13 13:00:00,44737,44737,44602,44602
2020-09-13 14:00:00,44661,44661,44601,44602
2020-09-13 15:00:00,44602,44650,44600,44650
2020-09-13 16:00:00,44662,44749,44661,44726
2020-09-13 17:00:00,44725,44726,44625,44626
2020-09-13 18:00:00,44625,44626,44191,44489
2020-09-13 19:00:00,44372,44489,43801,43801
2020-09-13 20:00:00,43800,43917,43711,43789
2020-09-13 21:00:00,43711,43789,43701,43770
2020-09-13 22:00:00,43770,44253,43770,43997
2020-09-13 23:00:00,43997,44100,43900,44014
2020-09-14 00:00:00,43751,44000,43589,44000
2020-09-14 01:00:00,43667,44100,43511,43907
2020-09-14 02:00:00,43901,43956,43500,43790
2020-09-14 03:00:00,43699,43748,43699,43748
2020-09-14 04:00:00,43748,43988,43748,43976
2020-09-14 05:00:00,43976,43976,43861,43861
2020-09-14 06:00:00,43877,43987,43701,43931
2020-09-14 07:00:00,43931,43931,43753,43755
2020-09-14 08:00:00,43900,43900,43699,43700
2020-09-14 09:00:00,43700,43839,43608,43718
2020-09-14 10:00:00,43717,43941,43717,43936
2020-09-14 11:00:00,43936,43945,43901,43901
2020-09-14 12:00:00,43901,43901,43509,43861
2020-09-14 13:00:00,43861,43945,43548,43936
2020-09-14 14:00:00,43936,43936,43881,43881
2020-09-14 15:00:00,43881,43934,43580,43920
2020-09-14 16:00:00,43880,44387,43617,43779
2020-09-14 17:00:00,43779,43779,43700,43700
2020-09-14 18:00:00,43701,44019,43655,43952
2020-09-14 19:00:00,43951,44180,43746,44179
2020-09-14 20:00:00,43915,44180,43915,44149
2020-09-14 21:00:00,44149,44600,43855,44599
2020-09-14 22:00:00,44600,44727,44059,44669
2020-09-14 23:00:00,44619,44671,44619,44671
2020-09-15 00:00:00,44671,44760,44350,44754
2020-09-15 01:00:00,44753,44760,44568,44752
2020-09-15 02:00:00,44752,44759,44661,44759
2020-09-15 03:00:00,44503,44551,44503,44551
2020-09-15 04:00:00,44551,44551,44446,44447
2020-09-15 05:00:00,44759,44759,44449,44759
2020-09-15 06:00:00,44741,44741,44637,44637
2020-09-15 07:00:00,44602,44678,44452,44671
2020-09-15 08:00:00,44671,44760,44602,44749
2020-09-15 09:00:00,44748,44760,44606,44759
2020-09-15 10:00:00,44757,44920,44603,44920
2020-09-15 11:00:00,44920,44920,44919,44919
2020-09-15 12:00:00,44920,45000,44920,44999
2020-09-15 13:00:00,45000,45000,44862,44863
2020-09-15 14:00:00,44867,44868,44862,44864
2020-09-15 15:00:00,44863,44913,44758,44809
2020-09-15 16:00:00,44798,44858,44628,44628
2020-09-15 17:00:00,44689,44989,44667,44955
2020-09-15 18:00:00,44933,45232,44664,45232
2020-09-15 19:00:00,45233,45500,45213,45398
2020-09-15 20:00:00,45399,45499,45398,45498
2020-09-15 21:00:00,45499,45499,45498,45498
2020-09-15 22:00:00,45499,45499,45300,45300
2020-09-15 23:00:00,45301,45301,45207,45207
2020-09-16 00:00:00,45207,45289,45038,45289
2020-09-16 01:00:00,45289,45488,45053,45451
2020-09-16 02:00:00,45451,45451,45067,45446
2020-09-16 03:00:00,45445,45445,45441,45441
2020-09-16 04:00:00,45441,45441,45441,45441
2020-09-16 05:00:00,45441,45491,45441,45491
2020-09-16 06:00:00,45489,45490,45489,45490
2020-09-16 07:00:00,45263,45456,45080,45194
2020-09-16 08:00:00,45194,45194,45015,45173
2020-09-16 09:00:00,45172,45200,45015,45200
2020-09-16 10:00:00,45200,45400,45200,45371
2020-09-16 11:00:00,45371,45419,45232,45322
2020-09-16 12:00:00,45401,45430,45401,45430
2020-09-16 13:00:00,45430,45523,45357,45516
2020-09-16 14:00:00,45522,45565,45423,45565
2020-09-16 15:00:00,45565,45700,45452,45593
2020-09-16 16:00:00,45700,45997,45645,45997
2020-09-16 17:00:00,45997,46000,45796,45811
2020-09-16 18:00:00,45812,45990,45500,45652
2020-09-16 19:00:00,45651,45999,45651,45871
2020-09-16 20:00:00,45871,45900,45811,45827
2020-09-16 21:00:00,45827,45827,45801,45802
2020-09-16 22:00:00,45801,45827,45751,45754
2020-09-16 23:00:00,45826,45995,45826,45995
2020-09-17 00:00:00,45995,46050,45995,46049
2020-09-17 01:00:00,46049,46120,46049,46120
2020-09-17 02:00:00,46120,46120,46079,46079
2020-09-17 03:00:00,46119,46119,46080,46101
2020-09-17 04:00:00,46102,46200,46102,46199
2020-09-17 05:00:00,46199,46199,46103,46104
2020-09-17 06:00:00,46104,46180,46104,46179
2020-09-17 07:00:00,46178,46179,45853,45853
2020-09-17 08:00:00,45853,46070,45852,45928
2020-09-17 09:00:00,45927,45961,45927,45961
2020-09-17 10:00:00,45961,45961,45960,45961
2020-09-17 11:00:00,45961,46103,45902,45902
2020-09-17 12:00:00,45900,46089,45827,46044
2020-09-17 13:00:00,46043,46043,45827,45991
2020-09-17 14:00:00,45999,46088,45835,45840
2020-09-17 15:00:00,45835,45835,45827,45828
2020-09-17 16:00:00,45828,46485,45827,45876
2020-09-17 17:00:00,45893,46044,45800,45901
2020-09-17 18:00:00,45900,45900,45689,45689
2020-09-17 19:00:00,45690,45851,45655,45655
2020-09-17 20:00:00,45820,45866,45651,45843
2020-09-17 21:00:00,45835,45836,45601,45792
2020-09-17 22:00:00,45740,45740,45703,45729
2020-09-17 23:00:00,45729,46074,45488,45948
2020-09-18 00:00:00,45895,45896,45514,45553
2020-09-18 01:00:00,45576,45834,45576,45834
2020-09-18 02:00:00,45834,45900,45834,45900
2020-09-18 03:00:00,45915,45915,45709,45709
2020-09-18 04:00:00,45554,45646,45554,45646
2020-09-18 05:00:00,45646,46000,45646,46000
2020-09-18 06:00:00,46000,46000,45999,45999
2020-09-18 07:00:00,45902,45919,45647,45648
2020-09-18 08:00:00,45647,45915,45647,45674
2020-09-18 09:00:00,45674,45764,45646,45647
2020-09-18 10:00:00,45647,45750,45647,45727
2020-09-18 11:00:00,45726,45749,45700,45700
2020-09-18 12:00:00,45605,45750,45605,45747
2020-09-18 13:00:00,45748,45748,45607,45669
2020-09-18 14:00:00,45668,45797,45667,45766
2020-09-18 15:00:00,45798,45899,45750,45898
2020-09-18 16:00:00,45751,45898,45751,45896
2020-09-18 17:00:00,45896,45897,45895,45897
2020-09-18 18:00:00,45897,46000,45897,45999
2020-09-18 19:00:00,45998,46000,45926,46000
2020-09-18 20:00:00,46000,46008,45999,46008
2020-09-18 21:00:00,46007,46100,45999,45999
2020-09-18 22:00:00,45999,46089,45950,45950
2020-09-18 23:00:00,45926,46015,45801,45932
2020-09-19 00:00:00,45982,45982,45719,45952
2020-09-19 01:00:00,45710,45711,45600,45603
2020-09-19 02:00:00,45602,45603,45602,45602
2020-09-19 03:00:00,45603,45603,45602,45603
2020-09-19 04:00:00,45602,45603,45602,45603
2020-09-19 05:00:00,45603,45603,45602,45603
2020-09-19 06:00:00,45602,45603,45602,45603
2020-09-19 07:00:00,45603,45603,45602,45603
2020-09-19 08:00:00,45603,46014,45603,45854
2020-09-19 09:00:00,45855,45926,45855,45900
2020-09-19 10:00:00,45999,45999,45998,45999
2020-09-19 11:00:00,45998,45999,45803,45901
2020-09-19 12:00:00,45901,46009,45812,46009
2020-09-19 13:00:00,46009,46015,46001,46015
2020-09-19 14:00:00,46015,46015,45811,46005
2020-09-19 15:00:00,46005,46006,46001,46002
2020-09-19 16:00:00,46002,46002,45888,45919
2020-09-19 17:00:00,45919,46000,45918,46000
2020-09-19 18:00:00,46000,46006,45999,46006
2020-09-19 19:00:00,46005,46200,46005,46200
2020-09-19 20:00:00,46300,46380,46034,46295
2020-09-19 21:00:00,46297,46398,46290,46397
2020-09-19 22:00:00,46397,46397,46395,46397
2020-09-19 23:00:00,46316,46317,46288,46288
2020-09-20 00:00:00,46289,46289,46289,46289
